"","Row number","Community or sub-community code","Community or sub-community name","Community level code","NVC_Species","Species constancy value","Maximum abundance of species","Special variable value","...9","interactionTypeName","Assoc_Species"
"475",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"476",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"477",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"478",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"479",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"480",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"481",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"482",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"483",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"484",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"485",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"486",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"487",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"488",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"489",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"490",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"491",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"492",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"493",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"494",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"495",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"496",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"497",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"498",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Galerucella grisescens"
"499",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"500",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"501",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"eats","Myocastor coypus"
"502",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"503",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"504",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Elodea canadensis"
"505",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Elodea canadensis"
"506",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Elodea canadensis"
"507",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Elodea canadensis"
"508",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"509",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Tadorna variegata"
"510",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Cygnus buccinator"
"511",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Aythya fuligula"
"512",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Tadorna variegata"
"513",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Cygnus buccinator"
"514",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Aythya fuligula"
"515",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Tadorna variegata"
"516",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Cygnus buccinator"
"517",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Aythya fuligula"
"518",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Tadorna variegata"
"519",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Cygnus buccinator"
"520",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Aythya fuligula"
"521",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Rhopalosiphum nymphaeae"
"522",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Rhopalosiphum nymphaeae"
"523",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Bagous puncticollis"
"524",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Ctenopharyngodon idella"
"525",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Eriocheir sinensis"
"526",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Veronica anagallis-aquatica"
"527",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"interactsWith","Stuckenia filiformis"
"528",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Tadorna variegata"
"529",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Cygnus buccinator"
"530",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Aythya fuligula"
"531",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Tadorna variegata"
"532",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Cygnus buccinator"
"533",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Aythya fuligula"
"534",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Tadorna variegata"
"535",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Cygnus buccinator"
"536",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Aythya fuligula"
"537",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Tadorna variegata"
"538",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Cygnus buccinator"
"539",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Aythya fuligula"
"540",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Hydrellia discursa"
"541",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Hydrellia trichaeta"
"542",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Leptocerus americanus"
"543",9,"A1","Lemna gibba community","A1","Elodea canadensis","I",5,NA,NA,"eats","Hydrellia harti"
"544",10,"A1","Lemna gibba community","A1","Callitriche stagnalis sens.lat","I",4,NA,NA,NA,NA
"545",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Anas smithii"
"546",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Anas capensis"
"547",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Plectropterus gambensis"
"548",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Plectropterus gambensis"
"549",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Macroplea mutica"
"550",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Macroplea mutica"
"551",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Macroplea appendiculata"
"552",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Macroplea appendiculata"
"553",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Macroplea mutica"
"554",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Macroplea mutica"
"555",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"livesNear","Macroplea appendiculata"
"556",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Macroplea appendiculata"
"557",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Macroplea appendiculata"
"558",11,"A1","Lemna gibba community","A1","Potamogeton pectinatus","I",4,NA,NA,"eats","Ctenopharyngodon idella"
"559",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Burenia inundata"
"560",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Entyloma helosciadii"
"561",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Euleia heraclei"
"562",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Apium nodiflorum"
"563",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"564",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Burenia inundata"
"565",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Entyloma helosciadii"
"566",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Euleia heraclei"
"567",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Apium nodiflorum"
"568",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"569",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Burenia inundata"
"570",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Entyloma helosciadii"
"571",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Euleia heraclei"
"572",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Apium nodiflorum"
"573",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"574",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Entyloma helosciadii"
"575",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Euleia heraclei"
"576",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"577",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Entyloma helosciadii"
"578",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Euleia heraclei"
"579",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"580",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Cygnus olor"
"581",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Cygnus olor"
"582",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Cygnus olor"
"583",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"584",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"585",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"586",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Hypera pollux"
"587",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Entyloma helosciadii"
"588",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Euleia heraclei"
"589",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Entyloma helosciadii"
"590",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"591",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"592",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"hasHost","Entyloma helosciadii"
"593",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Cygnus olor"
"594",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Cygnus olor"
"595",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Entyloma helosciadii"
"596",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Euleia heraclei"
"597",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"interactsWith","Buerenia inundata"
"598",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Cygnus olor"
"599",12,"A1","Lemna gibba community","A1","Apium nodiflorum","I",4,NA,NA,"eats","Cygnus olor"
"600",13,"A1","Lemna gibba community","A1","Ranunculus trichophyllus","I",5,NA,NA,"interactsWith","Cassiope tetragona"
"601",13,"A1","Lemna gibba community","A1","Ranunculus trichophyllus","I",5,NA,NA,"hasHost","Ranunculus trichophyllus"
"602",13,"A1","Lemna gibba community","A1","Ranunculus trichophyllus","I",5,NA,NA,"interactsWith","Callitriche palustris"
"603",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Donacia versicolorea"
"604",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Potamogeton natans"
"605",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Cricotopus brevipalpis"
"606",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Bagous limosus"
"607",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Doassansiopsis hydrophila"
"608",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Donacia versicolorea"
"609",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Potamogeton natans"
"610",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Cricotopus brevipalpis"
"611",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Bagous limosus"
"612",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Doassansiopsis hydrophila"
"613",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Potamogeton natans"
"614",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Anas platyrhynchos"
"615",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Potamogeton natans"
"616",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Potamogeton natans"
"617",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Stuckenia vaginata"
"618",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Donacia versicolorea"
"619",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Potamogeton natans"
"620",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Cricotopus brevipalpis"
"621",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Bagous limosus"
"622",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Doassansiopsis hydrophila"
"623",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Donacia versicolorea"
"624",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Bagous limosus"
"625",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Cricotopus brevipalpis"
"626",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Doassansiopsis hydrophila"
"627",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Aythya ferina"
"628",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Anas platyrhynchos"
"629",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Donacia versicolorea"
"630",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Bagous limosus"
"631",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Cricotopus brevipalpis"
"632",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Doassansiopsis hydrophila"
"633",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Aythya ferina"
"634",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Anas platyrhynchos"
"635",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Ursus arctos"
"636",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Aythya ferina"
"637",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Anas platyrhynchos"
"638",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Aythya ferina"
"639",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Anas platyrhynchos"
"640",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Rhopalosiphum nymphaeae"
"641",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Rhopalosiphum nymphaeae"
"642",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Donacia versicolorea"
"643",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Donacia versicolorea"
"644",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Bagous limosus"
"645",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Doassansiopsis hydrophila"
"646",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Donacia versicolorea"
"647",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Donacia versicolorea"
"648",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Cricotopus brevipalpis"
"649",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Ctenopharyngodon idella"
"650",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Parapoynx obscuralis"
"651",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"652",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"653",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"654",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"655",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"656",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"657",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"658",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"659",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"660",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"661",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"662",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"663",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"664",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"665",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"666",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"667",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"668",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"669",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"670",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"671",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"672",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"673",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"674",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"675",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"676",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"677",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"678",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"679",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"680",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"681",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"682",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"683",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"684",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"685",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"686",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"687",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"688",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"689",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"690",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"691",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"692",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"693",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"694",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"695",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"696",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"697",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"698",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"699",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"700",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"701",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"702",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"703",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"704",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"705",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"706",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"707",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"708",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"709",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
